type,fatalities,country,cat,year
Douglas VC-47D (DC-3),9,USA,A1,1952
Douglas C-124A Globemaster II,6,USA,A1,1952
Curtiss C-46F,5,USA,A1,1952
Ilyushin Il-12P,6,Russia,A1,1952
Douglas R4D-5 (DC-3),4,USA,A1,1952
SNCASE SE.161/P7 Languedoc,0,France,A1,1952
Douglas C-47A (DC-3),,Lebanon,A1,1952
Douglas C-54D (DC-4),3,USA,A1,1952
Martin 2-0-2,37,Japan,A1,1952
Douglas VC-47A (DC-3),10,USA,A1,1952
Douglas C-47A (DC-3),4,India,A1,1952
Douglas DC-4,52,Puerto Rico,A1,1952
Lockheed P2V-5 Neptune,6,USA,A1,1952
Curtiss C-46F,29,USA,A1,1952
unknown,0,Austria,H2,1952
Douglas Dakota III (DC-3),0,Canada,O1,1952
Douglas C-47A (DC-3),5,USA,A1,1952
Ilyushin Il-12P,8,Russia,A1,1952
Douglas C-54A (DC-4),0,Germany,C2,1952
Boeing 377 Stratocruiser,50,Brazil,A1,1952
Douglas C-47A (DC-3),8,South Korea,A1,1952
Fairchild C-119C Flying Boxcar,4,Japan,A1,1952
Douglas C-47A (DC-3),9,India,A1,1952
Curtiss C-46D,4,Japan,A1,1952
Lisunov Li-2,4,Russia,A1,1952
Douglas C-47A (DC-3),0,Belgium,A1,1952
Douglas C-47B (DC-3),1,Vietnam,C1,1952
Douglas C-47A (DC-3),11,Norway,A1,1952
Douglas C-47B (DC-3),0,Canada,A1,1952
Douglas DC-3D,0,Malaysia,A1,1952
Douglas C-47B (DC-3),5,Brazil,A1,1952
Grumman SA-16A Albatross,5,Iceland,A1,1952
PB2B-1 Canso A (PBY-5A),3,Canada,A1,1952
Lisunov Li-2T,,Poland,A1,1952
Curtiss C-46A,6,Brazil,A1,1952
Handley Page HP.81 Hermes IV,1,Mauritania,A1,1952
Lockheed P2V-2 Neptune,0,USA,A1,1952
Douglas Tp 79 (C-47-DL),8,Atlantic Ocean,C1,1952
Handley Page Hastings C.1,0,Malta,A1,1952
Consolidated Tp 47 Canso (PBY-5A),0,Atlantic Ocean,C1,1952
Douglas DC-6,0,Egypt,A2,1952
Avro Shackleton MR.1,11,U.K.,A1,1952
Douglas C-47D (DC-3),7,USA,A1,1952
Douglas C-47 (DC-3),0,Italy,H2,1952
Fairchild R4Q-1 Flying Boxcar (C-119C),5,USA,A1,1952
Douglas DC-6,0,USA,A2,1952
Vickers Valetta C.1,0,Sudan,A1,1952
Vickers Valetta C.1,0,Malaysia,A1,1952
Nord 2501 Noratlas,6,France,A1,1952
CASA 352 (Ju-52),7,Spain,A1,1952
Douglas C-47A (DC-3),13,Brazil,A1,1952
Fairchild C-82A Packet,0,USA,A1,1952
Consolidated PBY Catalina,3,USA,A1,1952
Douglas C-47A (DC-3),,South Korea,A1,1952
Ilyushin Il-12B,0,Poland,A1,1952
Lisunov Li-2,4,Latvia,A1,1952
Douglas C-47A (DC-3),3,Canada,A1,1952
Amiot AAC.1 (Ju-52),8,Laos,A1,1952
Handley Page HP.81 Hermes IVA,0,France,A1,1952
Fairchild C-119C Flying Boxcar,7,Japan,A1,1952
Vickers 498 Viking 1A,0,Malta,A1,1952
Fairchild C-119B Flying Boxcar,0,Japan,A1,1952
Douglas C-47A (DC-3),0,Mediterranean Sea,A1,1952
Boeing 377 Stratocruiser,1,Atlantic Ocean,A2,1952
CASA 352 (Ju-52),,,U1,1952
Douglas C-47B (DC-3),0,USA,A1,1952
SNCASE SE.161 Languedoc,0,Egypt,A1,1952
Vickers Valetta C.1,7,Malaysia,A1,1952
Curtiss C-46A,4,USA,A1,1952
Douglas C-47D (DC-3),,USA,A1,1952
Douglas C-47A (DC-3),24,Brazil,A1,1952
Douglas C-47 (DC-3),3,Nicaragua,A1,1952
Douglas C-47A (DC-3),0,Brazil,A1,1952
Vickers Valetta C.1,2,U.K.,A1,1952
Vickers Valetta C.1,3,U.K.,A1,1952
Douglas C-47A (DC-3),0,South Korea,A1,1952
Lisunov Li-2T,,Hungary,A1,1952
Ilyushin Il-12,1,Russia,A2,1952
Avro 685 York C.1,1,Germany,A1,1952
Douglas VC-47D (DC-3),0,USA,A1,1952
Handley Page HP.81 Hermes IVA,7,Italy,A1,1952
Bristol 170 Freighter 21P,18,Pakistan,A1,1952
Vickers 630 Viscount,0,Sudan,A1,1952
Douglas C-47A (DC-3),0,France,A1,1952
Douglas DC-2-115B,2,Sudan,A1,1952
Douglas C-47 (DC-3),3,Mexico,A1,1952
Douglas C-47A (DC-3),,Greenland,A1,1952
Douglas C-47A (DC-3),0,South Africa,A1,1952
Douglas C-47A (DC-3),3,Sudan,A1,1952
Handley Page Hastings C.2,0,Greenland,A1,1952
Douglas VC-47A (DC-3),3,France,A1,1952
Douglas C-47A (DC-3),0,Mexico,C2,1952
Bristol 170 Freighter 21P,2,Pakistan,A1,1952
Vickers Valetta C.1,0,Tanzania,A1,1952
Lisunov Li-2,7,Russia,A1,1952
Antonov An-2,6,Russia,A1,1952
Douglas C-47A (DC-3),,USA,A1,1952
Lisunov Li-2P,3,Hungary,A1,1952
Ilyushin Il-12,24,Russia,A1,1952
Douglas TS-62 (DC-3),7,Russia,A1,1952
Lisunov Li-2P,,Poland,A1,1952
Douglas EC-47D (DC-3),3,USA,A1,1952
Avro Shackleton MR.1,14,U.K.,A1,1952
Lockheed P2V-5 Neptune,,Malta,A1,1952
Fairchild C-119C Flying Boxcar,0,Japan,A1,1952
Douglas C-47 (DC-3),14,Brazil,A1,1952
Lockheed 14-H2 Super Electra,,France,A1,1952
Douglas DC-4-1009,0,Australia,A2,1952
Curtiss C-46D,25,South Korea,A1,1952
Junkers Ju-52/3m,9,Algeria,A1,1952
Douglas DC-3,0,USA,A2,1952
Amiot AAC.1 (Ju-52),10,Vietnam,A1,1952
Douglas C-47A (DC-3),1,India,A1,1952
Lisunov Li-2P,0,Russia,A1,1952
SNCASE SE.161 Languedoc,11,France,A1,1952
DH-106 Comet 1A,0,Italy,A1,1952
Vickers 615 Viking 1B,,Argentina,A1,1952
Douglas C-47B (DC-3),6,Australia,A1,1952
Consolidated PBY-5A Catalina,0,Indonesia,A1,1952
Short S.25 Sandringham 4,0,Australia,O1,1952
Douglas C-47A (DC-3),0,Arctic Ocean,A1,1952
Vickers Varsity T.1,0,U.K.,A1,1952
Fairchild C-119C Flying Boxcar,19,USA,A1,1952
Boeing B-17G,2,USA,A1,1952
Consolidated PBY-6A Catalina,3,Guam,A1,1952
Douglas C-54B (DC-4),5,Chad,A1,1952
Douglas C-47 (DC-3),0,India,A1,1952
Douglas Dakota IV (DC-3),0,Sudan,A1,1952
Fairchild C-119C Flying Boxcar,44,South Korea,A1,1952
Lisunov Li-2,0,Russia,A1,1952
Douglas C-47A (DC-3),4,Turkey,A1,1952
Fairchild C-119C Flying Boxcar,20,USA,A1,1952
Curtiss C-46D,11,South Korea,A1,1952
Short S.25 Sandringham 6,,C.A.R.,O1,1952
Fairchild C-119C Flying Boxcar,8,USA,A1,1952
Consolidated PBY-5A Catalina,,Dominican Rep.,A1,1952
Lockheed P2V-4 Neptune,8,Atlantic Ocean,A1,1952
Douglas C-124A Globemaster II,52,USA,A1,1952
Lisunov Li-2P,30,Bulgaria,A1,1952
Vickers Valetta C.1,0,U.K.,A1,1952
Lockheed 18 Lodestar,2,Sweden,A1,1952
Avro 685 York I,0,U.K.,A1,1952
Douglas C-54G (DC-4),37,USA,A1,1952
Douglas C-47 (DC-3),2,China,C1,1952
Douglas VC-47D (DC-3),,USA,A1,1952
Douglas DC-3C,5,Czech Rep.,A1,1952
Douglas C-47D (DC-3),13,USA,A1,1952
Lisunov Li-2T,3,Russia,A1,1952
Amiot AAC.1 (Ju-52),0,Madagascar,A1,1952
Douglas DC-4,37,Bermuda,A1,1952
Lockheed L-1049G Super Constellation,0,USA,A2,1952
Curtiss C-46,31,Taiwan,A1,1952
Douglas C-47D (DC-3),6,USA,A1,1952
Lisunov Li-2P,0,Hungary,A1,1952
Douglas DC-3A-269,0,USA,A2,1952
Lisunov Li-2,0,Russia,A1,1952
Douglas C-47D (DC-3),0,Morocco,A1,1952
Douglas C-124A Globemaster II,87,USA,A1,1952
Consolidated PBY-5A Catalina,1,Lebanon,A1,1952
Curtiss C-46D,3,Atlantic Ocean,A1,1952
Douglas DC-3,9,Syria,A1,1952
Douglas C-47D (DC-3),0,Japan,A1,1952
Douglas C-47D,13,South Korea,A1,1952
Douglas C-47 (DC-3),3,India,A1,1952
Douglas C-47A (DC-3),24,Iran,A1,1952
Douglas C-53-DO (DC-3),3,Venezuela,A1,1952
Douglas C-47D,14,South Korea,A1,1952
Douglas DC-3,2,Taiwan,H2,1952
Douglas DC-3D,0,U.K.,A1,1953
Douglas C-54B (DC-4),0,Saudi Arabia,A2,1953
Douglas C-47A (DC-3),3,USA,A1,1953
Lockheed P2V-5 Neptune,,,A1,1953
Vickers 610 Viking 1B,27,U.K.,A1,1953
Curtiss C-46F,40,USA,A1,1953
Douglas C-54B (DC-4),7,USA,A1,1953
Douglas C-47B (DC-3),0,Myanmar,A1,1953
Lockheed 18 Lodestar,2,Sweden,A1,1953
Handley Page Hastings C.1,9,Egypt,A1,1953
CASA 352 (Ju-52),,,U1,1953
Grumman SA-16A Albatross,,South Korea,A1,1953
Vickers Valetta C.1,19,Mediterranean Sea,A1,1953
Douglas C-54D (DC-4),13,Canada,A1,1953
Fairchild C-82A Packet,0,France,A1,1953
Grumman SA-16A Albatross,,Philippines,A1,1953
Lockheed P2V-5 Neptune,2,China,C1,1953
Martin PBM-5G Mariner,9,China,A1,1953
Bristol 170 Freighter 21,0,Germany,A1,1953
Vickers Varisty T.1,0,U.K.,A1,1953
Douglas C-47B (DC-3),,,A1,1953
Short S.25 Sunderland 3,0,Portugal,A1,1953
Lisunov Li-2,0,Russia,A1,1953
Lockheed L-049 Constellation,0,USA,A1,1953
Lisunov Li-2,0,Russia,A1,1953
Lisunov Li-2,5,Russia,A1,1953
Ilyushin Il-12P,6,Russia,A1,1953
Douglas C-47 (DC-3),19,Italy,A1,1953
Vickers Valetta T.3,0,U.K.,A1,1953
Short S.25 Sunderland 3,0,U.K.,A1,1953
Douglas C-47B (DC-3),7,Canada,A1,1953
Curtiss C-46A,0,Colombia,A1,1953
Lockheed P2V-5 Neptune,11,Japan,A1,1953
Avro 685 York I,39,Atlantic Ocean,A1,1953
Douglas C-47B (DC-3),,Vietnam,U1,1953
Douglas VC-47A (DC-3),,France,A1,1953
Douglas C-47 (DC-3),0,Netherlands,A1,1953
Douglas C-54A (DC-4),9,France,A1,1953
Fiat G.212,0,Italy,A1,1953
Curtiss C-46D,30,Egypt,A1,1953
Lisunov Li-2,0,Russia,A1,1953
Fairchild C-119C Flying Boxcar,0,USA,A1,1953
Fairchild C-119C Flying Boxcar,5,Germany,A1,1953
Vickers Varsity T.1,2,U.K.,A1,1953
Grumman SA-16A Albatross,8,Japan,A1,1953
Douglas DC-6,46,Atlantic Ocean,A1,1953
Fairchild C-119C Flying Boxcar,0,USA,A1,1953
Curtiss C-46,0,Colombia,A1,1953
Douglas C-47 (DC-3),1,Taiwan,A1,1953
Douglas C-47A (DC-3),,Turkey,A1,1953
Lockheed P2V-2 Neptune,0,Atlantic Ocean,A1,1953
Curtiss C-46A,0,USA,A1,1953
DH-106 Comet 1A,11,Pakistan,A1,1953
Curtiss C-46F,2,USA,A1,1953
Lisunov Li-2,0,Turkmenistan,A1,1953
Douglas C-47D (DC-3),,Philippines,A1,1953
Junkers Ju-52/3m,4,Argentina,A1,1953
Fairchild C-119C Flying Boxcar,0,South Korea,A1,1953
Douglas C-47 (DC-3),0,Poland,A1,1953
Convair CV-240-7,16,India,A1,1953
Douglas C-47A (DC-3),0,Brazil,A1,1953
Douglas C-47A (DC-3),8,Vietnam,A1,1953
CASA 352 (Ju-52),,,U1,1953
Curtiss C-46A,0,USA,A1,1953
Douglas C-54G (DC-4),35,USA,A1,1953
Douglas C-47 (DC-3),0,Germany,H2,1953
Amiot AAC.1 (Ju-52),,,U1,1953
Short Sunderland GR.5,4,Japan,A1,1953
Vickers Varisty T.1,0,Cyprus,A1,1953
Curtiss C-46,0,Panama,A1,1953
DH-114 Heron 1B,0,Brazil,A1,1953
Douglas R5D-1 (DC-4),0,Pacific Ocean,A1,1953
Vickers 616 Viking 1B,13,Tanzania,A1,1953
SNCASO SO.30P Bretagne,,France,U1,1953
Amiot AAC.1 (Ju-52),4,Madagascar,A1,1953
Lockheed 18 Lodestar,13,Jamaica,A1,1953
Douglas C-47A (DC-3),3,India,A1,1953
Douglas DC-3C,7,USA,A1,1953
Douglas C-47 (DC-3),12,Myanmar,C1,1953
Douglas C-47A (DC-3),30,Vietnam,A1,1953
Lockheed Ventura,4,Canada,A1,1953
Douglas DC-6B,8,USA,A1,1953
Curtiss C-46F,2,USA,A1,1953
Douglas R4D-8 (Super DC-3),5,USA,A1,1953
Boeing KC-97,1,USA,A1,1953
Ilyushin Il-12P,1,Russia,A1,1953
Douglas C-47A (DC-3),1,USA,A1,1953
DH-106 Comet 1,43,India,A1,1953
Ford 5-AT-B Tri-Motor,0,USA,A1,1953
Vickers Valetta T.3,10,Atlantic Ocean,A1,1953
Douglas C-47A (DC-3),0,India,A1,1953
Douglas C-47A (DC-3),18,India,A1,1953
Amiot AAC.1 (Ju-52),0,Vietnam,A1,1953
PB2B-1 Canso A (PBY-5A),2,Canada,A1,1953
Curtiss C-46A,0,Brazil,A2,1953
Avro Shackleton MR.2,0,U.K.,A1,1953
Fairchild C-119C Flying Boxcar,6,Germany,A1,1953
Fairchild C-119C Flying Boxcar,2,Germany,A1,1953
Douglas C-47 (DC-3),0,Israel,O1,1953
Douglas DST-318 (DC-3),19,USA,A1,1953
Vickers Valetta C.1,2,Malta,A1,1953
Grumman SA-16B Albatross,0,Canada,A1,1953
Curtiss C-46F,2,USA,A1,1953
Douglas C-47A (DC-3),6,USA,A1,1953
Lisunov Li-2,0,Russia,A1,1953
Convair CV-240-4,2,Netherlands,A1,1953
Grumman SA-16B Albatross,0,USA,A1,1953
Bristol 170 Freighter 31M,5,New Zealand,A1,1953
Lisunov Li-2T,7,Russia,A1,1953
Lisunov Li-2,20,Russia,A1,1953
Grumman SA-16A Albatross,0,Japan,A1,1953
Grumman SA-16B Albatross,1,Tunisia,A1,1953
Vickers 615 Viking 1B,0,Argentina,A1,1953
Ilyushin Il-12,18,Georgia,A1,1953
Douglas C-47B (DC-3),9,Costa Rica,A1,1953
Lockheed 18 Lodestar,7,Chile,A1,1953
Douglas C-47A (DC-3),34,Laos,A1,1953
Vickers Valetta C.1,0,Egypt,A1,1953
Douglas C-54A (DC-4),0,Argentina,A1,1953
Lockheed L-049 Constellation,17,Brazil,A1,1953
Douglas C-47D (DC-3),,South Korea,A1,1953
Douglas C-124A Globemaster II,129,Japan,A1,1953
Handley Page Hastings C.2,6,U.K.,A1,1953
Fairchild C-119C Flying Boxcar,7,Japan,A1,1953
DH-106 Comet 1A,0,Senegal,A1,1953
Short Sunderland MR.5,0,Philippines,A1,1953
Douglas DC-3A,1,USA,A1,1953
Douglas C-47A (DC-3),0,Iran,A1,1953
Douglas C-47D (DC-3),,South Korea,C1,1953
Grumman SA-16B Albatross,,Saudi Arabia,A1,1953
Consolidated PBY-5A Catalina,0,Brazil,A1,1953
Lisunov Li-2,7,Tajikistan,A1,1953
Consolidated PBY-5A Catalina,3,USA,A1,1953
Lockheed R7V-1 Super Constellation,6,USA,A1,1953
Douglas C-47D (DC-3),10,Norway,A1,1953
Douglas DC-6,58,Pacific Ocean,A1,1953
Martin P5M-1 Marlin,7,Atlantic Ocean,A1,1953
Ford 4-AT-E Tri-Motor,2,USA,A1,1953
Douglas C-47B (DC-3),0,South Africa,A1,1953
Fairchild R4Q-2 Flying Boxcar (C-119F),44,USA,A1,1953
Curtiss C-46F,0,USA,A1,1953
Douglas C-47B (DC-3),,Greenland,A1,1953
Lisunov Li-2T,0,Russia,A1,1953
Canadair C-54GM North Star,0,Canada,O1,1953
Handley Page Hastings C.1,0,Mediterranean Sea,A1,1953
Douglas C-47A (DC-3),,Argentina,A1,1953
Grumman SA-16A Albatross,0,France,A1,1953
Junkers Ju-52/3mge,0,Argentina,A1,1953
DH-106 Comet 1,0,India,A1,1953
Douglas C-47D (DC-3),,South Korea,C1,1953
Ilyushin Il-12,21,China,C1,1953
Handley Page Hastings C.1,1,Hong Kong,A1,1953
Vickers Valetta C.1,0,Egypt,A1,1953
Douglas C-47A (DC-3),0,Vietnam,C1,1953
Lockheed L-749A Constellation,4,Turkey,A1,1953
Douglas C-47 (DC-3),1,U.A.E.,A1,1953
Handley Page HPR.1 Marathon 1A,0,Myanmar,A1,1953
Vickers Valetta C.1,0,Jordan,A1,1953
Junkers Ju-52/3m,0,Argentina,O1,1953
Fairchild C-119C Flying Boxcar,0,Libya,A1,1953
Douglas R6D-1 (DC-6),4,USA,A1,1953
Vickers 610 Viking 1B,0,France,A1,1953
Lisunov Li-2,0,Russia,O1,1953
Ford 5-AT-B Tri-Motor,0,USA,A1,1953
Curtiss C-46A,2,USA,A1,1953
Curtiss C-46A,3,Brazil,A1,1953
Lisunov Li-2,0,Russia,A1,1953
Boeing C-97G Stratofreighter,1,Iceland,A1,1953
Douglas C-47 (DC-3),0,Brazil,A1,1953
Fairchild C-119B Flying Boxcar,0,Philippines,A1,1953
Convair CV-240-0,0,USA,A2,1953
Convair CV-340-31,0,USA,A2,1953
Bristol 170 Freighter IA,,,A1,1953
Lockheed L-749A Constellation,42,France,A1,1953
Douglas C-49K (DC-3),21,USA,A1,1953
Douglas C-47A (DC-3),,,A1,1953
Douglas C-47A (DC-3),4,Brazil,A1,1953
Douglas R6D-1 (DC-6),0,Bermuda,A1,1953
Lockheed L-1049 Super Constellation,0,USA,A1,1953
Douglas C-47A (DC-3),3,Honduras,A1,1953
Douglas C-47A (DC-3),0,Brazil,A1,1953
Douglas C-47B (DC-3),0,D.R. Congo,A1,1953
Curtiss C-46A,0,Brazil,A1,1953
Douglas C-47A (DC-3),1,Mexico,A1,1953
Douglas C-47D (DC-3),,,A1,1953
Convair CV-240-0,28,USA,A1,1953
Douglas C-47A (DC-3),1,Colombia,A1,1953
Grumman SA-16B Albatross,0,Bermuda,A1,1953
Curtiss C-46F,0,USA,A1,1953
Douglas C-47A (DC-3),5,Turkey,A1,1953
Vickers Valetta C.1,8,Malaysia,A1,1953
PBV-1A Canso A (PBY-5A),4,Colombia,A1,1953
Douglas C-47A (DC-3),4,France,A1,1953
Grumman SA-16B Albatross,4,Indian Ocean,A1,1953
Curtiss C-46F,25,USA,A1,1953
Handley Page Hastings C.1,0,U.K.,A1,1953
Lockheed P2V-3 Neptune,0,Morocco,A1,1953
Vickers Valetta C.1,0,Jordan,A1,1953
SNCASO SO.30P Bretagne,1,Morocco,A1,1953
Convair CV-240-12,44,Germany,A1,1953
Ilyushin Il-12P,4,Russia,A1,1953
Douglas C-47A (DC-3),0,Philippines,A2,1953
Douglas C-47B (DC-3),2,Vietnam,A1,1953
Douglas C-47A (DC-3),0,Argentina,A1,1953
Lockheed L-749A Constellation,2,USA,A1,1953
Douglas DC-3,15,Mexico,A1,1953
Douglas C-47B (DC-3),1,Vietnam,A1,1953
Lockheed P2V-5 Neptune,0,Bermuda,A1,1953
Lockheed P2V-5 Neptune,9,Iceland,A1,1953
Lisunov Li-2,1,Russia,A1,1953
Ilyushin Il-12,22,Russia,A1,1953
Lockheed P2V-5 Neptune,1,Japan,A1,1953
Douglas DC-6,19,USA,A1,1953
Consolidated PA-10 Catalina (PBY-5),4,Brazil,A1,1953
Lisunov Li-2,15,Ukraine,A1,1953
Douglas DC-3-314,28,Bolivia,A1,1953
Ilyushin Il-12P,5,Russia,A1,1953
Douglas C-47B (DC-3),,USA,A1,1953
Bristol 170 Freighter 21P,2,Pakistan,A1,1953
Vickers Valetta C.1,7,Singapore,A1,1953
Junkers Ju-52/3msai,13,Argentina,A1,1953
Grumman SA-16A Albatross,5,Atlantic Ocean,A1,1953
Kaiser-Frazer C-119F Flying Boxcar,15,USA,A1,1953
Douglas C-47A (DC-3),,USA,A1,1953
Consolidated PBY-6A Catalina,0,Pacific Ocean,A1,1953
Douglas VC-47D (DC-3),0,USA,A1,1953
Bristol 170 Freighter 21E,3,Australia,A1,1953
Douglas C-47D (DC-3),,Libya,A1,1953
Curtiss C-46D,0,Japan,A1,1953
Fairchild C-119C Flying Boxcar,6,France,A1,1953
Bristol 170 Freighter 21,23,Spain,A1,1953
Curtiss C-46,2,Taiwan,A1,1953
Fairchild C-119G Flying Boxcar,2,USA,A1,1953
Avro Shackleton MR.2,10,U.K.,A1,1953
Douglas C-47A (DC-3),13,India,A1,1953
Junkers Ju-52/3m,3,Brazil,A1,1953
Curtiss C-46D,2,Guatemala,A1,1953
Vickers 634 Viking 1B,6,Egypt,A1,1953
Vickers Valetta C.2,1,Malta,A1,1953
Convair CV-240-12,1,Switzerland,A1,1953
Vickers 610 Viking 1B,0,Germany,A1,1953
Douglas R4D-8 (Super DC-3),10,Northern Mariana Isl,A1,1953
Lockheed P2V-3 Neptune,0,Hong Kong,A1,1953
Canadair C-54GM North Star,0,USA,A1,1953
Short Sunderland GR.5,0,Japan,A1,1953
Nord 2501 Noratlas,10,France,A1,1953
Canadair C-54GM North Star,0,Canada,A1,1953
Douglas C-47A (DC-3),,USA,A1,1953
PBV-1A Canso A (PBY-5A),0,Canada,A1,1953
Douglas C-47A (DC-3),,India,A1,1953
Grumman SA-16A Albatross,0,Greenland,O1,1954
Vickers Valetta C.1,0,Yemen,A1,1954
Curtiss C-46D,4,Japan,A1,1954
Lockheed P2V-5 Neptune,10,South Korea,A1,1954
Douglas C-47A (DC-3),4,Turkey,A1,1954
Lockheed C-60A-1-LO Lodestar,0,USA,A1,1954
SNCASE SE.161 Languedoc,0,Lebanon,A1,1954
Vickers Valetta T.3,16,U.K.,A1,1954
Lisunov Li-2,1,Estonia,H2,1954
Grumman G-73 Mallard,12,USA,A1,1954
DH-106 Comet 1,35,Italy,A1,1954
Douglas C-47A (DC-3),21,Colombia,A1,1954
Douglas C-47A (DC-3),13,Czech Rep.,A1,1954
Douglas DC-6,16,Italy,A1,1954
Lockheed Neptune MR.1,0,U.K.,A1,1954
CASA 352 (Ju-52),,,U1,1954
Convair CV-240-0,0,USA,A1,1954
Douglas DC-3A,3,USA,A1,1954
Vickers Valetta C.1,1,U.K.,A1,1954
Vickers Varsity T.1,4,U.K.,A1,1954
Lockheed P2V-5 Neptune,8,USA,A1,1954
Douglas C-47A (DC-3),0,Lebanon,A1,1954
Lisunov Li-2,6,Armenia,A1,1954
Short Sunderland MR.5,0,U.K.,A1,1954
Curtiss C-46D,0,Colombia,A1,1954
Douglas C-47A (DC-3),0,Vietnam,A1,1954
Douglas C-47 (DC-3),5,Colombia,A1,1954
Ford 5-AT-B Tri-Motor,0,USA,A1,1954
Curtiss C-46D,35,Japan,A1,1954
Vickers Valetta C.1,0,Yemen,A1,1954
Bristol 175 Britannia 101,0,U.K.,A1,1954
Lisunov Li-2T,0,China,A1,1954
Lockheed RC-121C Super Constellation,0,USA,A1,1954
Douglas C-47D (DC-3),10,USA,A1,1954
Douglas C-47 (DC-3),0,Colombia,A1,1954
Fairchild C-119C Flying Boxcar,0,Spain,A1,1954
Douglas C-47 (DC-3),8,Peru,A1,1954
Avro Shackleton MR.2,10,Malta,A1,1954
Douglas C-47A (DC-3),,Laos,C1,1954
Fairchild C-82A Packet,0,USA,A1,1954
Douglas C-47B (DC-3),,,A1,1954
Junkers Ju-52,15,Tunisia,A1,1954
Vickers Valetta C.1,3,Singapore,A1,1954
Breda-Zappata BZ.308,,Somalia,A1,1954
Douglas C-47D (DC-3),,Greenland,A1,1954
Vickers Valetta C.1,4,Malaysia,A1,1954
Short Sunderland GR.5,0,U.K.,A1,1954
Douglas C-47A (DC-3),3,India,A1,1954
Fairchild C-119 Flying Boxcar,4,USA,A1,1954
Convair CV-240-1,9,USA,A1,1954
Short Sunderland MR.5,7,U.K.,A1,1954
Douglas C-47D (DC-3),,,A1,1954
Douglas C-47D (DC-3),,South Korea,A1,1954
Curtiss C-46D,0,Brazil,A1,1954
Douglas C-47 (DC-3),,Vietnam,C1,1954
Douglas R4D-3 (DC-3),,Vietnam,C1,1954
Douglas C-47A (DC-3),20,France,A1,1954
Douglas C-47A (DC-3),,,A1,1954
Fairchild C-119C Flying Boxcar,0,Vietnam,C1,1954
Junkers Ju-52/3mreo,0,Argentina,A1,1954
Curtiss C-46E,0,Vietnam,C1,1954
Douglas C-47 (DC-3),0,Laos,A1,1954
Lockheed L-749A Constellation,33,Singapore,A1,1954
Vickers Varsity T.1,4,U.K.,A1,1954
Douglas C-47B (DC-3),,Vietnam,U1,1954
Douglas C-47B (DC-3),,Vietnam,U1,1954
Douglas C-47B (DC-3),,Vietnam,U1,1954
Douglas C-47B (DC-3),,Vietnam,U1,1954
Douglas C-47A (DC-3),2,Australia,A1,1954
Fairchild C-119G Flying Boxcar,0,USA,O1,1954
Convair CV-340-35,0,USA,A1,1954
Lisunov Li-2P,1,Poland,A1,1954
Fairchild C-119F-FA Flying Boxcar,18,USA,A1,1954
Fairchild C-119C Flying Boxcar,0,Vietnam,A1,1954
Douglas C-53-DO (DC-3),18,Mexico,A1,1954
Vickers Varsity T.1,1,U.K.,A1,1954
Douglas C-47A (DC-3),,,U1,1954
Catalina IVB (PBY-5A),8,Norway,A1,1954
Douglas C-47B (DC-3),,Vietnam,C1,1954
Fairchild C-119F Flying Boxcar,7,USA,A1,1954
Shorts S.26 G Class,0,U.K.,O1,1954
Vickers Valetta C.1,3,Saudi Arabia,A1,1954
Douglas C-47A (DC-3),25,Turkey,A1,1954
Douglas C-54A (DC-4),4,Vietnam,A1,1954
Canadair C-4-1 North Star,36,Canada,A1,1954
DH-106 Comet 1,21,Italy,A1,1954
Douglas C-47 (DC-3),0,Italy,A1,1954
Vickers Varsity T.1,0,U.K.,A1,1954
Douglas C-47A (DC-3),,,A1,1954
Douglas C-47A (DC-3),,USA,A1,1954
Avro 685 York C.1,0,Malta,A1,1954
Lockheed C-60A Lodestar,16,Laos,A1,1954
Douglas C-47 (DC-3),14,Chile,A1,1954
Kaiser-Frazer C-119F Flying Boxcar,0,USA,A1,1954
Kaiser-Frazier C-119F Flying Boxcar,7,USA,A1,1954
Fairchild C-119G Flying Boxcar,2,USA,A1,1954
Douglas C-47A (DC-3),25,Argentina,A1,1954
SNCASE SE.161 Languedoc,0,Syria,A1,1954
Douglas C-47 (DC-3),0,Laos,A1,1954
DHC-3 Otter,0,Canada,A1,1954
DHC-3 Otter,0,Canada,O1,1954
DHC-3 Otter,0,Canada,O1,1954
Douglas C-47A (DC-3),5,India,A1,1954
SNCASO SO.30P Bretagne,0,Vietnam,A1,1954
Lockheed P2V-6 Neptune,,USA,A1,1954
Martin PBM-5 Mariner,10,Mexico,A1,1954
Fairchild C-119C Flying Boxcar,5,Laos,C1,1954
Lockheed P2V-5 Neptune,10,Bahamas,A1,1954
Canadair DC-4M1 North Star,0,U.K.,A1,1954
Antonov An-2,0,Arctic Ocean,A1,1954
Vickers Varsity T.1,0,U.K.,A1,1954
Douglas C-47B (DC-3),0,India,A1,1954
Curtiss C-46A,0,Cuba,A1,1954
Douglas C-47 (DC-3),3,Vietnam,A1,1954
Martin P5M-1 Marlin,4,Pacific Ocean,A1,1954
Douglas DC-3D,3,New Zealand,A1,1954
Douglas C-47A (DC-3),0,Chile,A1,1954
Douglas C-47A (DC-3),19,Brazil,A1,1954
Douglas C-47A (DC-3),11,USA,A1,1954
Douglas C-47A (DC-3),1,Slovenia,C2,1954
Curtiss C-46A,3,Brazil,A1,1954
Fairchild C-119 Flying Boxcar (R4Q),5,South Korea,A1,1954
